task_key,official_task_name,method_name,compression_ratio,retained_budget,n_samples,Acc,F1,CIF,ERR,ECov,DRR,delta_NLL,GPR,NA_metric_count
ruler_multiquery_niah,niah_multiquery,PyramidKVPress,0.75,0.25,100,0.8075,0.8075,0.03,1.0,1.0,N/A,-0.00030531081742106946,1.0003059677776813,100
ruler_multiquery_niah,niah_multiquery,QuantizedCache,0.25,0.75,100,0.82,0.82,0.0,1.0,1.0,N/A,-4.905302118818788e-05,1.0000491994588239,100
ruler_multiquery_niah,niah_multiquery,QuantizedCache,0.5,0.5,100,0.8375,0.8375,0.01,1.0,1.0,N/A,-0.0001516810534809787,1.000154652076474,100
ruler_multiquery_niah,niah_multiquery,QuantizedCache,0.75,0.25,100,0.01,0.01,0.27,1.0,1.0,N/A,2.037791936567672,0.17316779169608712,100
ruler_multiquery_niah,niah_multiquery,SnapKVPress,0.25,0.75,100,0.8175,0.8175,0.01,1.0,1.0,N/A,-3.0511509394595125e-05,1.0000305576147164,100
ruler_multiquery_niah,niah_multiquery,SnapKVPress,0.5,0.5,100,0.8125,0.8125,0.01,1.0,1.0,N/A,-0.00013252339906882015,1.0001326804736923,100
ruler_multiquery_niah,niah_multiquery,SnapKVPress,0.75,0.25,100,0.8075,0.8075,0.03,1.0,1.0,N/A,-0.00030531081742106946,1.0003059677776813,100
ruler_multiquery_niah,niah_multiquery,StreamingLLMPress,0.25,0.75,100,0.615,0.615,0.22,0.7225,0.7225,N/A,0.8372325010728292,0.6566714276109206,100
ruler_multiquery_niah,niah_multiquery,StreamingLLMPress,0.5,0.5,100,0.4225,0.4225,0.27,0.48,0.48,N/A,1.3671127181649922,0.4505654307719446,100
ruler_multiquery_niah,niah_multiquery,StreamingLLMPress,0.75,0.25,100,0.2,0.2,0.27,0.22892857142857143,0.23,N/A,1.8333163609867225,0.28391715664818856,100
ruler_multiquery_niah,niah_multiquery,TOVAPress,0.25,0.75,100,0.8175,0.8175,0.0,1.0,1.0,N/A,-0.00011461607147877917,1.0001147784237903,100
ruler_multiquery_niah,niah_multiquery,TOVAPress,0.5,0.5,100,0.8175,0.8175,0.0,1.0,1.0,N/A,-7.747474188084302e-05,1.0000775554247507,100
